dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.year
"kayombo, cj; wimbe, e  6981",kotschya,kotschya recurvifolia,kotschya recurvifolia (taub.) f.white,2,9,2011,245
mwangoka 6255,kotschya,kotschya strigosa,kotschya strigosa (benth.) dewit & p.a. duvign.,4,7,2009,185
schmidt 1287,kotschya,kotschya strigosa,kotschya strigosa (benth.) dewit & p.a. duvign.,6,5,1994,126
schmidt 1294,kotschya,kotschya strobilantha,kotschya strobilantha (welw. ex baker) dewit & p.a. duvign.,6,5,1994,126
bingham 3765,kotschya,kotschya strobilantha,kotschya strobilantha (welw. ex baker) dewit & p.a. duvign.,5,8,1981,217
laizer 1476,kyllinga,kyllinga brevifolia,kyllinga rottb.,16,2,2006,47
laizer 1246,kyllinga,kyllinga brevifolia,kyllinga rottb.,1,6,2005,152
kuchar 23639,kyllinga,kyllinga brevifolia,kyllinga rottb.,30,4,2000,121
laizer 1368,kyllinga,kyllinga brevifolia,kyllinga rottb.,3,11,2005,307
renvoize 5708,kyllinga,kyllinga brevifolia,kyllinga rottb.,27,2,1996,58
kuchar 23059,kyllinga,kyllinga brevifolia,kyllinga rottb.,21,2,2000,52
laizer 1367,kyllinga,kyllinga brevifolia,kyllinga rottb.,3,11,2005,307
kuchar 22777,kyllinga,kyllinga brevifolia,kyllinga rottb.,22,1,2000,22
gereau 1501,kyllinga,kyllinga brevifolia,kyllinga rottb.,17,12,1984,352
laizer 1245,kyllinga,kyllinga crassipes,kyllinga crassipes boeckeler,1,6,2005,152
zimba 1040,kyllinga,kyllinga pumila,kyllinga pumila michx.,8,3,1997,67
,lablab,lablab purpureus,lablab purpureus,11,3,1997,70
schmidt 2499,lablab,lablab purpureus,lablab purpureus (l.) sweet,11,3,1997,70
festo 1967,lablab,lablab purpureus,lablab purpureus (l.) sweet,8,6,2005,159
harder 1223,lactuca,lactuca inermis,lactuca inermis forssk.,24,10,1992,298
"kayombo, cj; wimbe, e  6940",landolphia,landolphia buchananii,landolphia buchananii (hallier f.) stapf,2,9,2011,245
harder 1910,landolphia,landolphia kirkii,landolphia kirkii dyer,16,11,1993,320
schmidt 1199,landolphia,landolphia kirkii,landolphia kirkii dyer,20,11,1993,324
laizer 1360,landolphia,landolphia monteiroi,landolphia p. beauv.,3,11,2005,307
"ankei, y; ankei, t 79/ 375",landolphia,landolphia owariensis,landolphia owariensis p.beauv.,7,11,1979,311
laizer 1362,landolphia,landolphia parvifolia,landolphia parvifolia k. schum.,3,11,2005,307
kibure 975,landolphia,landolphia parvifolia,landolphia parvifolia k. schum.,13,5,2003,133
nkhoma 61,landolphia,landolphia parvifolia,landolphia parvifolia k. schum.,30,11,1993,334
harder 4001,landolphia,landolphia parvifolia,landolphia parvifolia k. schum.,9,3,1997,68
harder 2183,lannea,lannea asymmetrica,lannea asymmetrica r.e. fr.,29,11,1993,333
4929,lannea,lannea discolor,lannea discolor (sond.) engl.,30,11,2006,334
harder 1231,lannea,lannea edulis,lannea edulis var. edulis,24,10,1992,298
"harder, dk; gereau, re; kayombo, cj; kayombo, mj  1231",lannea,lannea edulis,lannea edulis (sond.) engl. var. edulis,24,10,1992,298
mawi 57,lannea,lannea fulva,lannea fulva (engl.) engl.,16,12,2001,350
kindeketa 981,lannea,lannea humilis,lannea humilis (oliv.) engl.,11,6,2001,162
kuchar 22676,lannea,lannea humilis,lannea humilis (oliv.) engl.,18,12,1999,352
kuchar 24957,lannea,lannea humilis,lannea humilis (oliv.) engl.,10,11,2001,314
kuchar 22103,lannea,lannea schimperi,lannea schimperi (hochst. ex a. rich.) engl.,8,6,1999,159
kuchar 24932,lannea,lannea schimperi,lannea schimperi (hochst. ex a. rich.) engl.,14,10,2001,287
mollel 651,lannea,lannea schimperi,lannea schimperi (hochst. ex a. rich.) engl.,15,12,2001,349
kuchar 24800,lannea,lannea schimperi,lannea schimperi (hochst. ex a. rich.) engl.,8,9,2001,251
kuchar 22610,lannea,lannea schweinfurthii,lannea schweinfurthii var. stuhlmannii (engl.) kokwaro,17,12,1999,351
bingham 9964,lantana,lantana ukambensis,lantana rhodesiensis moldenke,1,2,1994,32
kuchar 22913,lantana,lantana ukambensis,lantana ukambensis (vatke) verdc.,30,1,2000,30
kuchar 22744,lantana,lantana viburnoides,lantana viburnoides (forssk.) vahl,22,1,2000,22
kuchar 22792,lantana,lantana viburnoides,lantana viburnoides (forssk.) vahl,27,1,2000,27
kuchar 22785,lapeirousia,lapeirousia odoratissima,lapeirousia odoratissima baker,22,1,2000,22
lovett 647,lasianthus,lasianthus kilimandscharicus,lasianthus kilimandscharicus subsp. glabrescens jannerup,13,4,1986,103
"vollesen, kb mrc 2860",laurembergia,laurembergia tetrandra,laurembergia tetrandra (schott) kanitz,17,10,1975,290
"harder, dk; merello, mc; nkhoma, cn; malama, e  2122",ledebouria,ledebouria,ledebouria  roth,25,11,1993,329
"harder, dk; merello, mc; nkhoma, cn; malama, e  2122",ledebouria,ledebouria,ledebouria  roth,25,11,1993,329
nkhoma 91,ledebouria,ledebouria cordifolia,ledebouria cordifolia (baker) stedje & thulin,1,12,1993,335
"malaisse, f; goetghebeur, p  1083",lefebvrea,lefebvrea abyssinica,lefebvrea abyssinica a.rich.,22,5,1985,142
,leonotis,leonotis nepetifolia,leonotis nepetifolia var. nepetifolia,7,4,1985,97
kindeketa 1096,leonotis,leonotis nepetifolia,leonotis nepetifolia (l.) r. br.,15,6,2001,166
abeid 2102,leonotis,leonotis ocymifolia,leonotis ocymifolia var. raineriana (vis.) iwarsson,14,8,2005,226
gereau 4356,lepidagathis,lepidagathis cristata,lepidagathis willd.,19,3,1991,78
abeid 2189,lepidagathis,lepidagathis cristata,lepidagathis willd.,22,8,2005,234
"malaisse, f; goetghebeur, p  1131",lepidagathis,lepidagathis fischeri,lepidagathis fischeri c.b.clarke,23,5,1985,143
zimba 1048,lepidagathis,lepidagathis macrochila,lepidagathis macrochila lindau,8,3,1997,67
harder 3571,lepidagathis,lepidagathis nemorosa,lepidagathis persimilis s. moore,28,2,1996,59
,lepidagathis,lepidagathis scabra,lepidagathis scabra,13,6,2001,164
mollel 584,lepidagathis,lepidagathis scabra,lepidagathis scabra c.b. clarke,13,6,2001,164
kuchar 25145,lepidagathis,lepidagathis scabra,lepidagathis scabra c.b. clarke,3,3,2002,62
kuchar 22123,lepidagathis,lepidagathis scabra,lepidagathis scabra c.b. clarke,8,6,1999,159
"malaisse, f; goetghebeur, p  971",lepidagathis,lepidagathis scariosa,lepidagathis scariosa nees,19,5,1985,139
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  295",lepidagathis,lepidagathis sparsiceps,lepidagathis sparsiceps c.b.clarke,25,5,1994,145
nkhoma 295,lepidagathis,lepidagathis sparsiceps,lepidagathis sparsiceps c.b. clarke,25,5,1994,145
smith 5,leptactina,leptactina benguelensis,leptactina benguelensis (welw. ex hook. f.) r.d. good,17,11,1993,321
zimba 1082,leptactina,leptactina benguelensis,leptactina benguelensis subsp. pubescens verdc.,8,3,1997,67
kuchar 23757,leptactina,leptactina benguelensis,leptactina benguelensis subsp. benguelensis,7,5,2000,128
"harder, dk; gereau, re; kayombo, cj; kayombo, mj  1277",leptactina,leptactina benguelensis,leptactina benguelensis (benth. & hook.f.) r.d.good subsp. pubescens verdc.,28,10,1992,302
"ankei, y; ankei, t 79/ 141",leptactina,leptactina benguelensis,leptactina benguelensis (benth. & hook.f.) r.d.good,8,10,1979,281
harder 1277,leptactina,leptactina benguelensis,leptactina benguelensis subsp. pubescens verdc.,28,10,1992,302
bingham 4045,leptactina,leptactina benguelensis,leptactina benguelensis subsp. pubescens verdc.,26,7,1987,207
sallu 124,leptactina,leptactina platyphylla,leptactina platyphylla (hiern) wernham,30,10,1998,303
abeid 2315,leptactinia,leptactinia mannii,leptactina hook. f.,16,9,2005,259
mboya 275,leptocarydion,leptocarydion vulpiastrum,leptocarydion vulpiastrum (de not.) stapf,12,6,2001,163
mboya 274,leptocarydion,leptocarydion vulpiastrum,leptocarydion vulpiastrum (de not.) stapf,12,6,2001,163
abeid 2677,lettowianthus,lettowianthus stellatus,lettowianthus stellatus diels,31,3,2006,90
,leucas,leucas,leucas,7,4,1985,97
kuchar 23625,leucas,leucas bracteosa,leucas bracteosa gürke,30,4,2000,121
kuchar 24332,leucas,leucas bracteosa,leucas bracteosa gürke,7,4,2001,97
kuchar 24483,leucas,leucas bracteosa,leucas bracteosa gürke,29,4,2001,119
"malaisse, f  7599",leucas,leucas menthifolia,leucas menthaefolia baker var. fulva (robyns & lebrun) sebald,22,2,1972,53
476,leucas,leucas milanjiana,leucas milanjiana gürke,29,5,2008,150
harder 3274,leucas,leucas nyassae,leucas nyassae gürke,29,5,1994,149
schmidt 1289,leucas,leucas nyassae,leucas nyassae gürke,6,5,1994,126
kuchar 24483a,leucas,leucas oligocephala,leucas oligocephala hook. f.,29,4,2001,119
mollel 631,leucas,leucas tettensis,leucas tettensis vatke,13,6,2001,164
kuchar 21968,leucas,leucas tettensis,leucas tettensis vatke,13,5,1999,133
5156,leucobryum,leucobryum,leucobryum,23,11,1992,328
harder 2143,lindackeria,lindackeria bukobensis,lindackeria bukobensis gilg,25,11,1993,329
kuchar 23030,lindackeria,lindackeria laurina,lindackeria c. presl,21,2,2000,52
kuchar 22804,lindackeria,lindackeria stipulata,lindackeria stipulata (oliv.) milne-redh. & sleumer,27,1,2000,27
kuchar 22814,lindackeria,lindackeria stipulata,lindackeria stipulata (oliv.) milne-redh. & sleumer,27,1,2000,27
,lindernia,lindernia,lindernia,24,3,1985,83
,lindernia,lindernia chinensis,lindernia subreniformis,15,8,1976,228
,lindernia,lindernia linearifolia,lindernia insularis,26,3,1989,85
kuchar 24068,lindernia,lindernia procumbens,lindernia all.,24,2,2001,55
bingham 9965,lindernia,lindernia procumbens,lindernia all.,1,2,1994,32
mboya 287,lobelia,lobelia fervens,lobelia fervens subsp. fervens,12,6,2001,163
schmidt 2533,lobelia,lobelia heyniana,lobelia heyneana schult.,18,3,1997,77
mboya 268,lonchocarpus,lonchocarpus bussei,lonchocarpus bussei harms,12,6,2001,163
kindeketa 1147,lonchocarpus,lonchocarpus bussei,lonchocarpus bussei harms,18,6,2001,169
kayombo 3350,lonchocarpus,lonchocarpus bussei,lonchocarpus bussei harms,24,7,2000,206
mollel 735,lonchocarpus,lonchocarpus bussei,lonchocarpus bussei harms,16,12,2001,350
zimba 980,lonchocarpus,lonchocarpus capassa,philenoptera violacea (klotzsch) schrire,23,2,1997,54
kuchar 24931,lonchocarpus,lonchocarpus capassa,lonchocarpus capassa rolfe,14,10,2001,287
kuchar 22414,lonchocarpus,lonchocarpus capassa,lonchocarpus capassa rolfe,21,8,1999,233
zimba 1061,lonchocarpus,lonchocarpus capassa,philenoptera violacea (klotzsch) schrire,8,3,1997,67
kuchar 24968,lonchocarpus,lonchocarpus capassa,lonchocarpus capassa rolfe,1,12,2001,335
kuchar 22104,lonchocarpus,lonchocarpus eriocalyx,lonchocarpus eriocalyx harms,8,6,1999,159
gereau 7059,lonchocarpus,lonchocarpus macrophyllus,lonchocarpus kunth,27,1,2008,27
abeid 2209,lonchocarpus,lonchocarpus macrophyllus,lonchocarpus kunth,24,8,2005,236
"malaisse, f; goetghebeur, p  1062",lopholaena,lopholaena deltombei,lopholaena deltombei p.a.duvign.,22,5,1985,142
12555,lopholaena,lopholaena dolichopappa,lopholaena dolichopappa (o.hoffm.) s.moore,31,8,2002,243
mwangoka 5930,lopholaena,lopholaena dolichopappa,lopholaena dolichopappa (o. hoffm.) s. moore,27,10,2008,301
11643,lopholaena,lopholaena trianthema,lopholaena trianthema (o.hoffm.) b.l.burtt,14,11,2006,318
mboya 423,loudetia,loudetia arundinacea,loudetia hochst. ex steud.,3,7,2001,184
kuchar 22914,loudetia,loudetia flavida,loudetia flavida (stapf) c.e. hubb.,30,1,2000,30
harder 3936,loudetia,loudetia flavida,loudetia flavida (stapf) c.e. hubb.,2,3,1997,61
kuchar 23749,loudetia,loudetia flavida,loudetia flavida (stapf) c.e. hubb.,7,5,2000,128
5325,loudetia,loudetia phragmitoides,loudetia phragmitoides hochst. ex krauss,2,6,2008,154
kuchar 24651,loudetia,loudetia simplexs,loudetia simplex (nees) c.e. hubb.,2,6,2001,153
23906,loudetia,loudetia simplexs,loudetia simplex,22,5,2012,143
mboya 378,loudetia,loudetia simplexs,loudetia simplex (nees) c.e. hubb.,20,6,2001,171
410,loudetia,loudetia simplexs,loudetia simplex,28,6,2001,179
mboya 410,loudetia,loudetia simplexs,loudetia simplex (nees) c.e. hubb.,28,6,2001,179
gereau 5156,loxogramme,loxogramme abyssinica,loxogramme abyssinica (baker) m.g. price,23,11,1992,328
laizer 1364,ludwigia,ludwigia tomentosa,ludwigia l.,3,11,2005,307
kindeketa 1270,lycium,lycium shawii,lycium shawii roem. & schult.,2,7,2001,183
juma 29,lysimachia,lysimachia quadrifolia,lysimachia l.,3,8,2003,215
harder 2174,macaranga,macaranga,macaranga thouars,29,11,1993,333
harder 1523,macaranga,macaranga conglomerata,macaranga conglomerata brenan,29,11,1992,334
mwangoka 3000,macaranga,macaranga kilimandscharica,macaranga kilimandscharica pax,28,6,2002,179
,macrocoma,macrocoma tenuis sullivantii,macromitrium abyssinicum müll.hal.,12,12,1972,347
,macrocoma,macrocoma tenuis sullivantii,macromitrium abyssinicum müll.hal.,2,7,1970,183
kuchar 24322,macrotyloma,macrotyloma africanum,macrotyloma africanum (brenan ex r. wilczek) verdc.,7,4,2001,97
kuchar 23598,macrotyloma,macrotyloma africanum,macrotyloma africanum (brenan ex r. wilczek) verdc.,30,4,2000,121
"gereau, re; harder, dk; kayombo, mj; mwangoka, ma  5094",macrotyloma,macrotyloma axillare,macrotyloma axillare (e.mey.) verdc.,22,11,1992,327
gereau 5094,macrotyloma,macrotyloma axillare,macrotyloma axillare (e. mey.) verdc.,22,11,1992,327
kuchar 24560,macrotyloma,macrotyloma daltonii,macrotyloma daltonii (webb) verdc.,12,5,2001,132
1884,macrotyloma,macrotyloma densiflorum,macrotyloma densiflorum (welw. ex baker) verdc. var. densiflorum verdc.,9,5,1967,129
113,macrotyloma,macrotyloma densiflorum,macrotyloma densiflorum (welw. ex baker) verdc. var. densiflorum verdc.,16,2,1975,47
schmidt 1266,macrotyloma,macrotyloma densiflorum,macrotyloma densiflorum (welw. ex baker) verdc.,30,11,1993,334
harder 3597,macrotyloma,macrotyloma densiflorum,macrotyloma densiflorum (welw. ex baker) verdc.,28,2,1996,59
schmidt 1305,macrotyloma,macrotyloma densiflorum,macrotyloma densiflorum (welw. ex baker) verdc.,6,5,1994,126
harder 1290,macrotyloma,macrotyloma dewildemanianum,macrotyloma dewildemanianum (r. wilczek) verdc.,28,10,1992,302
"harder, dk; gereau, re; kayombo, cj; kayombo, mj  1290",macrotyloma,macrotyloma dewildemanianum,macrotyloma dewildemanianum (r.wilczek) verdc.,28,10,1992,302
bingham 3771,macrotyloma,macrotyloma ellipticum,macrotyloma ellipticum (r.e. fr.) verdc.,5,8,1981,217
8362,macrotyloma,macrotyloma fimbriatum,macrotyloma fimbriatum (harms) verdc.,27,2,1964,58
bingham 9966,macrotyloma,macrotyloma fimbriatum,macrotyloma fimbriatum (harms) verdc.,1,2,1994,32
gereau 4369,macrotyloma,macrotyloma fimbriatum,macrotyloma fimbriatum (harms) verdc.,19,3,1991,78
harder 3560,macrotyloma,macrotyloma prostratum,macrotyloma prostratum verdc.,28,2,1996,59
"bingham, mg  9096",macrotyloma,macrotyloma uniflorum,macrotyloma uniflorum (lam.) verdc. var. verrucosum verdc.,11,4,1993,101
"bingham, mg  9096",macrotyloma,macrotyloma uniflorum,macrotyloma uniflorum (lam.) verdc. var. verrucosum verdc.,11,4,1993,101
harris dsm 2328,maerua,maerua calantha,maerua calantha gilg,1,1,1971,1
404,maerua,maerua edulis,maerua edulis,27,6,2001,178
mboya 339,maerua,maerua edulis,maerua edulis dewolf,19,6,2001,170
mboya 404,maerua,maerua edulis,maerua edulis dewolf,27,6,2001,178
kuchar 22675,maerua,maerua edulis,maerua edulis (gilg & gilg-ben.) dewolf,18,12,1999,352
mboya 387,maerua,maerua eminii,maerua eminii pax,20,6,2001,171
mollel 672,maerua,maerua eminii,maerua eminii pax,15,12,2001,349
mollel 660,maerua,maerua eminii,maerua eminii pax,15,12,2001,349
de nevers 3220,maerua,maerua holstii,maerua holstii pax,8,4,1984,99
kayombo 5068,maerua,maerua holstii,maerua holstii pax,29,10,2005,302
kindeketa 983,maerua,maerua kirkii,maerua kirkii (oliv.) f. white,11,6,2001,162
kuchar 24954,maerua,maerua kirkii,maerua kirkii (oliv.) f. white,10,11,2001,314
kindeketa 984,maerua,maerua parvifolia,maerua parvifolia pax,11,6,2001,162
kuchar 22658,maerua,maerua parvifolia,maerua parvifolia pax,17,12,1999,351
kibure 837,maerua,maerua parvifolia,maerua parvifolia pax,23,4,2003,113
mboya 434,maerua,maerua triphylla,maerua triphylla (thunb.) t. durand & schinz,3,7,2001,184
4940,maesa,maesa lanceolata,maesa lanceolata forssk.,1,12,2006,335
"harder, dk; schmidt, hh; nkhoma, cn; luwiika, b  3149",maesa,maesa lanceolata,maesa lanceolata forssk.,17,5,1994,137
gereau 3846,maesa,maesa lanceolata,maesa lanceolata forssk.,3,2,1991,34
harder 3149,maesa,maesa lanceolata,maesa lanceolata forssk.,17,5,1994,137
gereau 3886,malaxis,malaxis schliebenii,malaxis schliebenii (mansf.) summerh.,6,2,1991,37
gereau 4366,malaxis,malaxis schliebenii,malaxis schliebenii (mansf.) summerh.,19,3,1991,78
"maesen, ljg van der; maroyi, a  8509",,malvaceae,malvaceae,29,12,2010,363
mboya 416,manilkara,manilkara mochisia,manilkara mochisia (baker) dubard,29,6,2001,180
harder 1860,manilkara,manilkara mochisia,manilkara mochisia (baker) dubard,5,11,1993,309
kindeketa 2668,manilkara,manilkara sansibarensis,manilkara sansibarensis (engl.) dubard,15,11,2005,319
,manilkara,manilkara sansibarensis,manilkara sansibarensis,15,11,2005,319
"malaisse, f; robbrecht, e; empain, a  1974",manostachya,manostachya ternifolia,manostachya ternifolia s.martins,9,2,1982,40
"malaisse, f; robbrecht, e; empain, a  1974",manostachya,manostachya ternifolia,manostachya ternifolia s.martins,9,2,1982,40
harder 2131,maprounea,maprounea africana,maprounea africana müll. arg.,25,11,1993,329
mwangoka 7507,maprounea,maprounea africana,maprounea africana müll. arg.,3,11,2011,307
laizer 1359,maprounea,maprounea africana,maprounea africana müll. arg.,3,11,2005,307
nkhoma 93,maprounea,maprounea africana,maprounea africana müll. arg.,1,12,1993,335
"breteler, fj  11869",maprounea,maprounea africana,maprounea africana müll.arg.,18,11,1992,323
"breteler, fj  11869",maprounea,maprounea africana,maprounea africana müll.arg.,18,11,1992,323
6088,maranthes,maranthes floribunda,maranthes floribunda (bak.) f.white,,,,
11583,maranthes,maranthes floribunda,maranthes floribunda (bak.) f.white,,,,
2711,maranthes,maranthes floribunda,maranthes floribunda (bak.) f.white,30,5,1975,150
harder 2225,maranthes,maranthes floribunda,maranthes floribunda (baker) f. white,9,12,1993,343
harder 1890,margaretta,margaretta rosea,margaretta rosea oliv.,16,11,1993,320
,margaritaria,margaritaria discoidea,margaritaria discoidea,21,2,2006,52
harder 1509,margaritaria,margaritaria discoidea,margaritaria discoidea var. triplosphaera radcl.-sm.,28,11,1992,333
gereau 5161,margaritaria,margaritaria discoidea,margaritaria discoidea var. nitida (pax) radcl.-sm.,23,11,1992,328
harder 1896,margaritaria,margaritaria discoidea,margaritaria discoidea (baill.) g.l. webster,16,11,1993,320
harder 3969,margaritaria,margaritaria discoidea,margaritaria discoidea (baill.) g.l. webster,9,3,1997,68
gereau 6910,margaritaria,margaritaria discoidea,margaritaria discoidea (baill.) g.l. webster,21,2,2006,52
