gbif:canonicalName,FAMILY,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
drymaria cordata diandra,,drymaria,drymaria extensa wall.,cordata,,,,
,,,drymoglossum carnosum,,19,10,1867,75
,,,drymoglossum piloselloides,,26,7,1872,242
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,23,4,1944,152
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,10,7,1944,130
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,18,7,1992,130
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,10,5,1994,192
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,10,5,1994,200
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,31,5,2000,152
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,10,5,1994,130
drynaria quercifolia,,drynaria,drynaria quercifolia,quercifolia,31,5,2000,114
drypetes,,drypetes,drypetes  vahl,,28,4,1977,118
duabanga grandiflora,,duabanga,duabanga grandiflora,grandiflora,22,2,1945,53
duabanga grandiflora,,duabanga,duabanga grandiflora,grandiflora,10,8,1886,
duabanga grandiflora,,duabanga,duabanga grandiflora (roxb. ex dc.) walp.,grandiflora,6,5,1994,222
duabanga grandiflora,,duabanga,duabanga sonneratioides buch.-ham.,grandiflora,,,,126
dufrenoya granulata,,dufrenoya,dufrenoya granulata (hook.f. & thoms. ex a.dc.) stauffer,granulata,,,,
dufrenoya sessilis,,dufrenoya,dufrenoya sessilis (craib) stauffer,sessilis,,,,
inula eupatorioides,,inula,duhaldea eupatorioides (dc.) anderberg,eupatorioides,,,,
inula eupatorioides,,inula,duhaldea eupatorioides (dc.) anderberg,eupatorioides,,,,
dunbaria punctata,,dunbaria,dunbaria punctata (wight & arn.) benth.,punctata,,,,
dunbaria punctata,,dunbaria,dunbaria punctata (wight & arn.) benth.,punctata,,,,
dysolobium dolichoides,,dysolobium,dysolobium dolichoides (roxb.) prain,dolichoides,,,,
dysophylla linearis,,dysophylla,dysophylla linearis benth.,linearis,,,,
dysophylla stellata,,dysophylla,dysophylla stellata (lour.) benth.,stellata,,,,
dysoxylum mollissimum,,dysoxylum,dysoxylum  blume,mollissimum,3,6,1999,154
dysoxylum ficiforme,,dysoxylum,dysoxylum binectariferum hook.f. ex bedd.,ficiforme,,,,
dysoxylum excelsum,,dysoxylum,dysoxylum excelsum blume,excelsum,4,6,2000,
dysoxylum excelsum,,dysoxylum,dysoxylum procerum hiern,excelsum,,,,156
echinochloa colona,,echinochloa,echinochloa colona,colona,12,7,1992,200
echinochloa colona,,echinochloa,echinochloa colona,colona,18,7,1992,194
echinochloa stagnina,,echinochloa,echinochloa stagnina,stagnina,5,10,1943,278
echinodorus palifolius,,echinodorus,echinodorus ellipticus,palifolius,22,1,1939,
echinodorus palifolius,,echinodorus,echinodorus ellipticus,palifolius,21,4,1979,117
echinodorus palifolius,,echinodorus,echinodorus ellipticus,palifolius,29,9,1899,177
echinodorus palifolius,,echinodorus,echinodorus ellipticus,palifolius,1,1,1836,145
echinodorus palifolius,,echinodorus,echinodorus ellipticus,palifolius,22,1,2002,97
echinodorus palifolius,,echinodorus,echinodorus palifolius,palifolius,17,3,1977,
echinodorus palifolius,,echinodorus,echinodorus palifolius,palifolius,24,5,2008,1
echinodorus palifolius,,echinodorus,echinodorus palifolius,palifolius,27,4,2002,76
echinodorus palifolius,,echinodorus,echinodorus palifolius,palifolius,27,4,2002,272
echinodorus palifolius,,echinodorus,echinodorus palifolius,palifolius,26,6,1965,
echinodorus palifolius,,echinodorus,echinodorus palifolius,palifolius,4,6,2016,22
echinodorus palifolius,,echinodorus,echinodorus piauhyensis,palifolius,,,,117
echinodorus palifolius,,echinodorus,echinodorus piauhyensis,palifolius,,,,
echinodorus palifolius,,echinodorus,echinodorus piauhyensis,palifolius,7,4,1994,156
echinodorus palifolius,,echinodorus,echinodorus virgatus,palifolius,,,,111
echinodorus palifolius,,echinodorus,echinodorus virgatus,palifolius,,,,22
echites brachiatus,,echites,echites brachiatus wall.,brachiatus,,,,
echites laevigatus,,echites,echites laevigatus wall.,laevigatus,,,,
echites,,echites,echites marginatus roxb.,marginatus,,,,
echites micranthus,,echites,echites micranthus wall.,micranthus,,,,
echites micranthus,,echites,echites micranthus wall.,micranthus,,,,
eclipta prostrata,,eclipta,eclipta prostrata,prostrata,11,8,1943,194
eclipta prostrata,,eclipta,eclipta prostrata,prostrata,12,7,1992,223
ectropothecium,,ectropothecium,ectropothecium,,14,10,1998,287
ehretia,,ehretia,ehretia  p.browne,,7,4,1976,
ehretia,,ehretia,ehretia serrata roxb.,serrata,,,,
ehretia,,ehretia,ehretia serrata roxb.,serrata,,,,
ehretia,,ehretia,ehretia silvana r.r.mill,silvana,,,,98
ehretia aquatica,,ehretia,ehretia viminea wall.,aquatica,,,,
ehretia aquatica,,ehretia,ehretia viminea wall.,aquatica,,,,
elaeagnus,,elaeagnus,elaeagnus  l.,,2,2,1979,33
elaeagnus conferta,,elaeagnus,elaeagnus conferta roxb.,conferta,,,,
elaeagnus conferta,,elaeagnus,elaeagnus conferta roxb.,conferta,,,,
elaeagnus conferta,,elaeagnus,elaeagnus conferta roxb.,conferta,,,,
elaeagnus latifolia,,elaeagnus,elaeagnus latifolia,latifolia,24,2,1868,55
elaeagnus maximowiczii,,elaeagnus,elaeagnus maximowiczii servettaz,maximowiczii,,,,
elaeocarpus,,elaeocarpus,elaeocarpus  l.,,19,1,1979,92
elaeocarpus,,elaeocarpus,elaeocarpus  l.,,22,4,1994,112
elaeocarpus,,elaeocarpus,elaeocarpus  l.,,24,5,1994,19
elaeocarpus,,elaeocarpus,elaeocarpus  l.,,2,4,1997,144
elaeocarpus acuminatus,,elaeocarpus,elaeocarpus acuminatus wall.,acuminatus,,,,
elaeocarpus ganitrus,,elaeocarpus,elaeocarpus ganitrus roxb.,ganitrus,,,,
elaeocarpus bojeri,,elaeocarpus,elaeocarpus grandiflorus sm.,bojeri,8,6,2000,160
elaeocarpus griffithii,,elaeocarpus,elaeocarpus griffithii a.gray,griffithii,3,3,1845,62
elaeocarpus lanceolatus,,elaeocarpus,elaeocarpus lanceolatus roxb.,lanceolatus,7,8,1830,219
elaeocarpus robustus,,elaeocarpus,elaeocarpus robustus,robustus,9,8,1886,221
elaeocarpus robustus,,elaeocarpus,elaeocarpus robustus roxb.,robustus,26,5,1999,
elaeocarpus robustus,,elaeocarpus,elaeocarpus robustus wall.,robustus,,,,146
elaeocarpus serratus,,elaeocarpus,elaeocarpus serratus l.,serratus,,,,
elaeocarpus varunua,,elaeocarpus,elaeocarpus varunua,varunua,24,5,1968,
elaeocarpus varunua,,elaeocarpus,elaeocarpus varunua,varunua,,,,
elaeocarpus varunua,,elaeocarpus,elaeocarpus varunua buch.-ham.,varunua,,,,145
elatostema,,elatostema,elatostema,,,,,111
elatostema,,elatostema,elatostema  j.r.forst. & g.forst.,,21,4,1994,
elatostema clarkei,,elatostema,elatostema clarkei hook.f.,clarkei,,,,
elatostema ellipticum,,elatostema,elatostema ellipticum wedd.,ellipticum,,,,
elatostema parvum,,elatostema,elatostema parvum blume ex miq.,parvum,13,2,1873,44
elatostema parvum,,elatostema,elatostema parvum blume ex miq.,parvum,13,2,1873,44
eleocharis retroflexa chaetaria,,eleocharis,eleocharis chaetaria,retroflexa,21,1,1886,
eleocharis retroflexa chaetaria,,eleocharis,eleocharis chaetaria roem. & schult.,retroflexa,,,,21
eleocharis retroflexa,,eleocharis,eleocharis retroflexa,retroflexa,,,,
eleocharis spiralis,,eleocharis,eleocharis spiralis,spiralis,20,8,1943,232
elephantopus carolinianus,,elephantopus,elephantopus scaber,carolinianus,10,12,1988,339
elephantopus carolinianus,,elephantopus,elephantopus scaber l.,carolinianus,5,12,1934,339
elephantopus carolinianus,,elephantopus,elephantopus scaber l.,carolinianus,5,12,1934,345
dactyloctenium aegyptium,,dactyloctenium,eleusine aegyptiaca (l.) desf.,aegyptium,,,,233
eleusine indica,,eleusine,eleusine indica,indica,20,8,1992,
eleusine indica,,eleusine,eleusine indica,indica,,,,233
eleusine indica,,eleusine,eleusine indica (l.) gaertn.,indica,,,,
eleusine indica,,eleusine,eleusine indica lam.,indica,,,,
elsholtzia blanda,,elsholtzia,elsholtzia blanda (benth.) benth.,blanda,,,,
elsholtzia pilosa,,elsholtzia,elsholtzia pilosa (benth.) benth.,pilosa,,,,
macrosolen cochinchinensis,,macrosolen,elytranthe cochinchinensis,cochinchinensis,1,7,1867,219
macrosolen cochinchinensis,,macrosolen,elytranthe cochinchinensis,cochinchinensis,21,4,1872,
macrosolen cochinchinensis,,macrosolen,elytranthe cochinchinensis,cochinchinensis,21,7,1872,112
,,embelia,embelia  burm.f.,,3,6,2000,160
,,embelia,embelia burm. f.,undesignated,3,6,2000,219
,,embelia,embelia burm. f.,undesignated,8,6,2000,126
embelia gallatlyi,,embelia,embelia gallatlyi king & gamble,gallatlyi,,,,
,,embelia,embelia nutans,nutans,15,1,1945,228
embelia ribes,,embelia,embelia ribes,ribes,,,,
embelia ribes,,embelia,embelia ribes burm. f.,ribes,,,,
embelia ribes,,embelia,embelia ribes burm. f.,ribes,,,,
,,embelia,embelia robusta roxb.,robusta,16,5,1994,156
embelia subcoriacea,,embelia,embelia subcoriacea mez,subcoriacea,,,,
,,embelia,embelia vestita roxb.,vestita,,,,73
phyllanthus emblica,,phyllanthus,emblica officinalis,emblica,,,,131
phyllanthus emblica,,phyllanthus,emblica officinalis,emblica,,,,
emilia sonchifolia,,emilia,emilia sonchifolia var. sonchifolia,sonchifolia,7,9,1943,59
emilia sonchifolia,,emilia,emilia sonchifolia var. sonchifolia,sonchifolia,28,2,1964,250
endiandra firma,,endiandra,endiandra firma nees,firma,,,,
engelhardia spicata aceriflora,,engelhardia,engelhardia acerifolia (reinw.) blume,spicata,3,4,1997,93
engelhardia spicata,,engelhardia,engelhardia spicata lesch. ex blume,spicata,25,4,1994,
engelhardia spicata,,engelhardia,engelhardia spicata lesch. ex blume,spicata,,,,115
engelhardia spicata,,engelhardia,engelhardia spicata lesch. ex blume,spicata,,,,
engelhardia spicata,,engelhardia,engelhardia spicata lesch. ex blume,spicata,,,,112
engelhardia spicata,,engelhardia,engelhardia spicata var. spicata,spicata,22,4,1887,
engelhardtia serrata,,engelhardtia,engelhardtia  blume,serrata,,,,
engelhardtia serrata,,engelhardtia,engelhardtia  blume,serrata,,,,
engelhardtia spicata,,engelhardtia,engelhardtia spicata lechen ex blume,spicata,,,,
entada rheedii,,entada,entada pursaetha dc.,rheedii,,,,
entodontopsis radicalis,,entodontopsis,entodontopsis broth. in engl. & prantl,radicalis,8,10,1998,287
entodontopsis radicalis,,entodontopsis,entodontopsis broth. in engl. & prantl,radicalis,13,10,1998,286
entodontopsis radicalis,,entodontopsis,entodontopsis broth. in engl. & prantl,radicalis,14,10,1998,281
entodontopsis radicalis,,entodontopsis,entodontopsis broth. in engl. & prantl,radicalis,14,10,1998,287
epilobium brevifolium,,epilobium,epilobium brevifolium d. don,brevifolium,,,,
epilobium wallichianum,,epilobium,epilobium wallichianum hausskn.,wallichianum,,,,
epipremnum,,epipremnum,epipremnum,,8,6,2000,160
epiprinus siletianus,,epiprinus,epiprinus siletianus (baill.) croizat,siletianus,,,,
eragrostis,,eragrostis,eragrostis  wolf,,,,,
eragrostis,,eragrostis,eragrostis  wolf,,,,,
eragrostis,,eragrostis,eragrostis  wolf,,,,,
eragrostis,,eragrostis,eragrostis  wolf,,,,,233
eragrostis,,eragrostis,eragrostis tenella,tenella,20,8,1992,
eranthemum pulchellum,,eranthemum,eranthemum pulchellum andrews,pulchellum,,,,
eranthemum strictum,,eranthemum,eranthemum strictum,strictum,5,2,1873,36
eranthemum strictum,,eranthemum,eranthemum strictum,strictum,5,2,1873,36
eranthemum strictum,,eranthemum,eranthemum strictum colebr. ex roxb.,strictum,,,,
eria lasiopetala,,eria,eria flava,lasiopetala,,,,
eria lasiopetala,,eria,eria flava lindl.,lasiopetala,,,,
eriobotrya bengalensis,,eriobotrya,eriobotrya bengalensis hook.f.,bengalensis,,,,
eriobotrya bengalensis,,eriobotrya,eriobotrya bengalensis hook.f.,bengalensis,,,,
eriobotrya longifolia,,eriobotrya,eriobotrya longifolia hook.f.,longifolia,,,,
eriocaulon brownianum,,eriocaulon,eriocaulon brownianum mart.,brownianum,10,8,1829,
eriocaulon brownianum,,eriocaulon,eriocaulon brownianum var. latifolium moldenke,brownianum,,,,222
eriocaulon cinereum,,eriocaulon,eriocaulon cinereum,cinereum,15,9,1944,259
eriocaulon cristatum,,eriocaulon,eriocaulon cristatum mart.,cristatum,,,,
eriocaulon cristatum,,eriocaulon,eriocaulon cristatum martius,cristatum,,,,
eriocaulon nepalense luzulifolium,,eriocaulon,eriocaulon luzulifolium mart.,nepalense,,,,
eriocaulon nepalense luzulifolium,,eriocaulon,eriocaulon luzulifolium mart.,nepalense,,,,
eriocaulon nepalense,,eriocaulon,eriocaulon nepalense j.d.prescott ex bong.,nepalense,,,,
eriocaulon oryzetorum,,eriocaulon,eriocaulon oryzetorum mart.,oryzetorum,5,12,1850,339
eriocaulon quinquangulare,,eriocaulon,eriocaulon quinquangulare,quinquangulare,29,8,1943,241
eriocaulon setaceum,,eriocaulon,eriocaulon setaceum l.,setaceum,16,8,1980,
eriocaulon setaceum,,eriocaulon,eriocaulon setaceum l.,setaceum,,,,229
eriocaulon xeranthemum,,eriocaulon,eriocaulon xeranthemum mart.,xeranthemum,,,,
eriochloa procera,,eriochloa,eriochloa procera,procera,15,9,1944,259
eriolaena candollei,,eriolaena,eriolaena candollei wall.,candollei,,,,
daphne composita,,daphne,eriosolena composita (l. f.) tiegh.,composita,,,,
erpodium mangiferae,,erpodium,erpodium mangiferae müll.hal.,mangiferae,8,10,1998,281
erpodium mangiferae,,erpodium,erpodium mangiferae müll.hal.,mangiferae,13,10,1998,286
erpodium mangiferae,,erpodium,erpodium mangiferae müll.hal.,mangiferae,13,10,1998,286
tabernaemontana,,tabernaemontana,ervatamia,,31,5,2000,152
tabernaemontana divaricata,,tabernaemontana,ervatamia divaricata,divaricata,8,5,1997,219
erycibe,,erycibe,erycibe,,19,11,1979,323
erycibe coriacea,,erycibe,erycibe coriacea wall.,coriacea,,,,
erycibe laurifolia,,erycibe,erycibe laurifolia d.g.long,laurifolia,,,,
erycibe paniculata,,erycibe,erycibe paniculata var. peguensis c. b. clarke,paniculata,,,,
