(???) recordNumber,dwc:genus,gbif:canonicalName,dwc:scientificName,Day,Month,Year,Day of the Year
LCP219T2E5P1S4,alibertia,alibertia edulis edulis,alibertia tutumilla rusby,21,10,1979,294
LCP104T2E5P1S2,acanthocladus,acanthocladus scleroxylon,acanthocladus scleroxylon (ducke) b. eriksen & b. ståhl,24,7,1984,206
LCP090T2E5P1S2,persicaria,persicaria hydropiperoides,polygonum opelousanum,9,11,1986,313
LCP082T2E5P1S2,struchium,struchium sparganophorum,struchium sparganophorum,5,8,1984,218
LCP242T2E5P1S4,margaritaria,margaritaria nobilis,margaritaria nobilis,1,10,1991,274
LCP019T2E5P1S1,passovia,passovia stelis,phthirusa retroflexa,2,10,1991,275
LCP056T2E5P1S1,ficus,ficus coerulescens,ficus killipii,7,9,1986,250
LCP276T2E5P1S5,guettarda,guettarda aromatica,guettarda aromatica,17,8,1974,229
LCP023T2E5P1S1,solanum,solanum aligerum,solanum aligerum schltdl.,15,3,2012,75
LCP086T2E5P1S2,solanum,solanum aloysiifolium,solanum polytrichostylum bitter,15,3,2012,75
LCP166T2E5P1S3,lycopodium,lycopodium clavatum,lycopodium clavatum l.,29,5,2010,149
LCP044T2E5P1S1,solanum,solanum pallidum,solanum pallidum rusby,15,3,2012,75
LCP060T2E4P1S4,calyptranthes,calyptranthes macrophylla,calyptranthes macrophylla,13,8,1973,225
LCP110T2E5P1S2,mikania,mikania eucosma,mikania eucosma,6,7,1991,187
LCP084T2E5P1S2,doliocarpus,doliocarpus magnificus,doliocarpus magnificus,20,8,1976,233
LCP268T2E5P1S5,gaultheria,gaultheria,gaultheria,29,5,2010,149
LCP222T2E5P1S4,erinacea,erinacea,ericaceae,29,5,2010,149
LCP013T2E5P1S1,gynoxys,gynoxys cuzcoensis,gynoxys cuzcoensis,1,9,1990,244
LCP062T2E4P1S4,cosmos,cosmos peucedanthifolius,cosmos peucedanifolius,26,3,1992,86
LCP089T2E5P1S2,cavendishia,cavendishia martii,cavendishia martii (meisn.) a.c.sm.,4,9,1992,248
LCP041T2E5P1S1,miconia,miconia erioclada,miconia erioclada,23,8,1976,236
LCP059T2E4P3S5,ipomoea,ipomoea tiliacea,ipomoea tiliacea,17,8,1974,229
LCP155T2E5P1S2,casearia,casearia pitumba,casearia pitumba,5,10,1976,279
LCP112T2E5P1S2,undesignated,,ericaceae juss.,29,5,2010,149
LCP241T2E5P1S4,ruellia,ruellia tarapotana,ruellia tarapotana,15,8,1973,227
LCP07T2E5P1S1,ruellia,ruellia tarapotana,ruellia tarapotana,15,8,1973,227
LCP02T2E5P2S1,tabernaemontana,tabernaemontana sananho,tabernaemontana sananho,23,9,1976,267
LCP07T2E4P2S1,undesignated,,rubiaceae juss.,29,5,2010,149
LCP081T2E5P1S2,combretum,combretum fruticosum,combretum laxum,7,9,1976,251
LCP275T2E5P1S5,aphelandra,aphelandra pepe-parodii,aphelandra pepe-parodii,17,8,1974,229
LCP085T2E5P1S2,combretum,combretum fruticosum,combretum laxum,17,8,1974,229
LCP055T2E5P1S1,lycianthes,lycianthes lycioides,lycianthes (dunal) hassl.,29,5,2010,149
LCP013T2E4P3S1,piper,piper reticulatum,piper reticulatum l.,14,11,1980,319
LCP165T2E5P1S3,stigmaphyllon,stigmaphyllon maynense,stigmaphyllon maynense,28,10,1976,302
LCP043T2E5P1S1,acalypha,acalypha scandens,acalypha scandens,20,8,1976,233
LCP022T2E5P1S1,rinorea,rinorea viridifolia,rinorea viridifolia,23,9,1976,267
LCP069T2E5P1S2,eirmocephala,eirmocephala megaphylla,eirmocephala megaphylla,20,8,1973,232
LCP012T2E5P1S1,casearia,casearia pitumba,casearia pitumba,17,8,1974,229
LCP107T2E5P1S2,glossoloma,glossoloma ichthyoderma,glossoloma ichthyoderma (hanst.) j.l. clark,29,5,2010,149
LCP051T2E5P1S1,chiococca,chiococca alba,chiococca alba,17,8,1974,229
LCP018T2E5P1S1,ficus,ficus coerulescens,ficus coerulescens (rusby) rossberg,31,8,1989,243
LCP011T2E5P1S1,gaultheria,gaultheria erecta,gaultheria erecta vent.,4,9,1992,248
LCP040T2E5P1S1,margaritopsis,margaritopsis haematocarpa,margaritopsis haematocarpa (standl.) c.m.taylor,5,11,1986,309
LCP083T2E5P1S2,lycopodium,lycopodium jussiaei,lycopodium jussiaei desv. ex poir.,29,5,2010,149
LCP023T2E3P3S5,oxycaryum,,oxycaryum cubense (poepp. & kunth) palla,11,9,1986,254
LCP046T2E4P1S3,brachyotum,brachyotum nutans,brachyotum nutans gleason,29,5,2010,149
LCP064T2E5P1S2,gaultheria,gaultheria bracteata,gaultheria bracteata (cav.) g.don,30,10,1987,303
LCP034T2E4P2S5,fevillea,fevillea cordifolia,fevillea cordifolia,21,8,1976,234
LCP138T2E5P2S5,thibaudia,thibaudia crenulata,thibaudia crenulata j.rémy,10,7,1991,191
LCP214T2E5P1S4,gaultheria,gaultheria bracteata,gaultheria bracteata (cav.) g.don,,,,
LCP183T2E5P1S3,geonoma,geonoma,geonoma stricta subsp. arundinacea (mart.) a.j.hend.,16,10,1986,289
LCP189T2E5P1S3,sarcomphalus,sarcomphalus cinnamomum,zizyphus cinnamomum triana & planch.,12,11,1980,317
LCP146T2E5P1S2,bunchosia,bunchosia armeniaca,bunchosia armeniaca (cav.) dc.,22,8,1976,235
LCP216T2E5P1S4,polylepis,polylepis pauta,polylepis pauta hieron.,6,3,1991,65
LCP264T2E5P1S5,odontocarya,odontocarya membranacea,odontocarya membranacea (a. c. sm.) r. ortiz,26,11,1980,331
LCP032T2E5P2S1,miconia,miconia triplinervis,miconia triplinervis ruiz & pav. ssp. exaluvia wurdack,2,10,1986,275
LCP035T2E5P2S1,esenbeckia,esenbeckia,esenbeckia,25,12,1988,360
LCP092T2E5P2S3,sphyrospermum,sphyrospermum buxifolium,sphyrospermum buxifolium poepp. & endl.,4,9,1992,248
LCP202T2E5P1S3,annona,annona,annona montana macfad.,29,11,1986,333
LCP051T2E5P2S1,nectandra,nectandra,nectandra yarinensis o.c.schmidt,16,10,1986,289
LCP078T2E5P2S3,rinorea,rinorea viridifolia,rinorea viridifolia rusby,7,9,1989,250
LCP099T2E5P2S3,pentagonia,,pentagonia parvifolia steyerm.,4,10,1986,277
LCP053T2E5P2S1,cecropia,cecropia purpurascens,cecropia purpurascens c.c.berg,11,10,1986,284
LCP040T2E5P2S1,sorocea,sorocea guilleminiana,sorocea guilleminiana gaudich.,20,10,1986,293
LCP130T2E5P1S2,vaccinium,vaccinium floribundum,vaccinium floribundum kunth,29,6,1978,180
LCP043T2E5P2S1,escallonia,,escallonia mutis ex l.f.,29,5,2010,149
LCP153T2E5P1S2,mikania,mikania eucosma,mikania eucosma,6,7,1991,187
LCP089T2E5P2S3,miconia,,miconia ruiz & pav.,29,5,2010,149
LCP160T2E5P1S2,mucuna,,mucuna elliptica,12,8,1973,224
LCP201T2E5P1S3,klarobelia,klarobelia candida,klarobelia candida chatrou,21,11,1994,325
LCP123T2E5P1S2,euphorbia,euphorbia hyssopifolia,euphorbia hyssopifolia,17,8,1974,229
LCP136T2E5P2S5,calyptranthes,calyptranthes bipennis,calyptranthes bipennis,17,8,1974,229
LCP211T2E5P1S4,hasseltia,hasseltia floribunda,hasseltia floribunda,14,9,1976,258
LCP195T2E5P1S3,agouticarpa,agouticarpa curviflora,agouticarpa curviflora,11,8,1973,223
LCP215T2E5P1S4,miconia,miconia setulosa,miconia setulosa,21,7,1990,202
LCP121T2E5P1S2,vaccinium,vaccinium floribundum,vaccinium floribundum kunth,30,10,1987,303
LCP213T2E5P1S4,klarobelia,klarobelia candida,klarobelia candida chatrou,21,11,1994,325
LCP179T2E5P1S3,agalinis,agalinis pennellii,agalinis pennellii barringer,29,5,2010,149
LCP188T2E5P1S3,guadua,guadua weberbaueri,guadua weberbaueri pilg.,22,10,1979,295
LCP031T2E5P2S1,siphonandra,siphonandra elliptica,siphonandra elliptica (ruiz & pav. ex g.don) klotzsch,30,10,1987,303
LCP263T2E5P1S5,rhipsalis,rhipsalis baccifera,rhipsalis baccifera (j.s.muell.) stearn,26,8,1984,239
LCP037T2E5P2S1,ampelocera,,ampelocera ruizii,18,11,1976,323
LCP207T2E5P1S3,palicourea,palicourea punicea,palicourea punicea,19,8,1973,231
LCP034T2E5P2S1,,,magnoliophyta,29,5,2010,149
LCP098T2E5P2S3,glossoloma,glossoloma ichthyoderma,glossoloma ichthyoderma (hanst.) j.l.clark,29,5,2010,149
LCP049T2E5P2S1,calyptranthes,calyptranthes maxima,calyptranthes maxima,22,8,1973,234
LCP119T2E5P1S2,calathea,calathea,calathea micans,23,10,1986,296
LCP182T2E5P1S3,gaultheria,gaultheria reticulata,gaultheria reticulata kunth,30,10,1987,303
LCP267T2E5P1S5,cymbopetalum,cymbopetalum longipes,cymbopetalum longipes benth. ex diels,10,8,1984,223
LCP129T2E5P1S2,elaphoglossum,elaphoglossum macilentum,elaphoglossum macilentum mickel,22,10,1986,295
LCP217T2E5P1S4,anomospermum,anomospermum chloranthum,anomospermum chloranthum diels,20,7,1984,202
LCP139T2E5P1S2,pouteria,,pouteria aubl.,19,8,1976,232
LCP144T2E5P1S2,desmodium,desmodium cajanifolium,desmodium cajanifolium (kunth) dc.,18,7,1984,200
LCP159T2E5P1S2,oxalis,oxalis westii,oxalis westii lourteig,30,10,1987,303
LCP200T2E5P1S3,dendropanax,dendropanax cuneatus,dendropanax cuneatus (dc.) decne. & planch.,29,7,1984,211
LCP145T2E5P1S2,tynanthus,tynanthus polyanthus,tynanthus polyanthus (bureau) sandwith,17,10,1979,290
LCP115T2E5P1S2,philodendron,philodendron divaricatum,philodendron divaricatum k. krause,1,5,1987,121
LCP193T2E5P1S3,ctenitis,ctenitis ampla,ctenitis ampla (humb. & bonpl. ex willd.) ching,10,8,1984,223
LCP198T2E5P1S3,gunnera,gunnera perpensa,gunnera l.,30,10,1987,303
LCP147T2E5P1S2,dioscorea,dioscorea bulbifera,dioscorea l.,16,5,1994,136
LCP122T2E5P1S2,baccharis,baccharis pentlandii,baccharis pentlandii dc.,30,10,1987,303
LCP048T2E5P2S1,lonchocarpus,lonchocarpus spiciflorus,lonchocarpus spiciflorus,17,8,1974,229
LCP097T2E5P2S3,solanum,solanum robustifrons,solanum robustifrons,13,8,1973,225
LCP060T2E5P2S2,ruellia,,ruellia proxima,20,8,1976,233
LCP178T2E5P1S3,demosthenesia,demosthenesia spectabilis,demosthenesia spectabilis (rusby) a.c. sm.,29,6,1978,180
LCP073T2E5P1S2,faramea,faramea anisocalyx,faramea anisocalyx poepp. & endl.,26,9,1993,269
LCP150T2E5P1S2,duguetia,duguetia quitarensis,duguetia quitarensis benth.,14,12,1998,348
LCP181T2E5P1S3,sparattanthelium,sparattanthelium tarapotanum,sparattanthelium tarapotanum meisn.,12,8,1973,224
LCP033T2E5P2S1,garcinia,garcinia guacopary,garcinia guacopary (s. moore) m. nee,19,8,1989,231
LCP266T2E5P1S5,pachystachys,pachystachys badiospica,pachystachys badiospica,2,10,1986,275
LCP118T2E5P1S2,ruellia,ruellia tarapotana,ruellia tarapotana,20,8,1976,233
LCP030T2E5P2S1,oxandra,oxandra espintana,oxandra espintana (spruce ex benth.) baill.,16,10,1979,289
LCP128T2E5P1S2,unonopsis,,unonopsis r.e. fr.,18,10,1979,291
LCP141T2E5P1S2,gaultheria,gaultheria erecta,gaultheria erecta vent.,10,7,1991,191
LCP077T2E5P1S2,sida,sida rhombifolia,sida rhombifolia l.,19,10,1979,292
LCP103T2E5P1S2,guadua,guadua weberbaueri,guadua weberbaueri pilg.,22,10,1979,295
LCP180T2E5P1S3,phytelephas,phytelephas macrocarpa,phytelephas macrocarpa ruiz & pav.,10,10,1990,283
LCP096T2E5P1S2,erythrina,erythrina poeppigiana,erythrina poeppigiana (walp.) skeels,16,8,1984,229
LCP148T2E5P1S2,anthoceros,anthoceros agrestis,anthoceros l.,9,6,2005,160
LCP149T2E5P1S2,talisia,talisia hexaphylla,talisia hexaphylla subsp. multinervis acev.-rodr.,4,8,1984,217
LCP199T2E5P1S3,mauritia,mauritia flexuosa,mauritia flexuosa l. f.,29,7,1984,211
LCP134T2E5P1S2,asplenium,asplenium,asplenium auritum sw.,24,7,1984,206
LCP127T2E5P1S2,sciadotenia,sciadotenia toxifera,sciadotenia toxifera krukoff & a.c. sm.,3,3,1977,62
LCP114T2E5P1S2,salacia,,salacia elliptica,21,8,1976,234
LCP192T2E5P1S3,brachyotum,brachyotum,brachyotum,29,5,2010,149
LCP197T2E5P1S3,ruellia,,ruellia sp.,17,8,1974,229
LCP027T2E5P1S1,justicia,justicia appendiculata,justicia appendiculata,17,8,1974,229
LCP206T2E5P1S3,canavalia,canavalia eurycarpa,canavalia eurycarpa,12,8,1973,224
LCP026T2E4P3S2,canavalia,canavalia eurycarpa,canavalia eurycarpa,21,8,1976,234
LCP133T2E5P1S2,havetiopsis,,havetiopsis flavida (benth.) planch. & triana,31,10,1986,304
LCP041T2E4P3S3,palicourea,palicourea lasiantha,palicourea lasiantha k. krause,18,12,1988,353
LCP102T2E5P1S2,bomarea,bomarea setacea,bomarea setacea (ruiz & pav.) herb.,29,5,2010,149
LCP033T2E5P1S1,equisetum,equisetum giganteum,equisetum giganteum l.,16,8,1984,229
LCP136T2E5P1S2,hibiscus,hibiscus peruvianus,hibiscus peruvianus,13,10,1991,286
LCP028T2E5P1S1,guadua,guadua weberbaueri,guadua weberbaueri,26,4,1991,116
LCP138T2E5P1S2,bejaria,bejaria aestuans,bejaria aestuans mutis ex l.,,,,
LCP137T2E5P1S2,demosthenesia,demosthenesia mandonii,demosthenesia mandonii (britton) a.c.sm.,29,6,1978,180
LCP022T2E5P2S1,ouratea,ouratea williamsii,ouratea williamsii,14,10,1986,287
LCP140T2E5P1S2,faramea,faramea anisocalyx,faramea anisocalyx,23,10,1976,297
LCP075T2E5P1S2,dendrophorbium,dendrophorbium curvidens,dendrophorbium curvidens,4,7,1991,185
LCP067T2E5P1S2,doliocarpus,doliocarpus dentatus,doliocarpus dentatus subsp. dentatus,17,8,1973,229
LCP187T2E5P1S3,inga,inga velutina,inga velutina,29,9,1986,272
LCP135T2E5P1S2,besleria,,besleria,29,5,2010,149
LCP037T2E5P1S1,peperomia,peperomia,peperomia ruiz & pav.,29,5,2010,149
LCP191T2E5P1S3,epidendrum,epidendrum fimbriatum,epidendrum fimbriatum kunth,29,6,1978,180
LCP116T2E5P1S2,dioscorea,dioscorea bulbifera,dioscorea l.,8,9,2006,251
LCP095T2E5P1S2,fevillea,fevillea cordifolia,fevillea cordifolia,17,8,1973,229
LCP071T2E5P1S2,fridericia,fridericia spicata,fridericia spicata (bureau & k. schum.) l.g. lohmann,3,5,1987,123
LCP126T2E5P1S2,ocotea,ocotea camphoromoea,ocotea camphoromoea,6,11,1986,310
LCP02T2E5P1S1,endlicheria,endlicheria krukovii,endlicheria krukovii,10,9,1986,253
LCP205T2E5P1S3,struthanthus,struthanthus,struthanthus sp.,9,10,1991,282
LCP025T2E4P3S2,cordia,,cordia nodosa,13,8,1973,225
LCP132T2E5P1S2,gaultheria,gaultheria vaccinioides,gaultheria vaccinioides griseb. ex wedd.,29,6,1978,180
LCP021T2E5P2S1,amphilophium,,amphilophium nunezii,8,10,1991,281
LCP032T2E5P1S1,begonia,,begonia maynensis a. dc.,21,7,1984,203
LCP080T2E5P1S2,drypetes,drypetes glauca,drypetes vahl,26,11,1980,331
LCP196T2E5P1S3,erythroxylum,erythroxylum ruryi,erythroxylum ruryi plowman,14,2,1993,45
LCP186T2E5P1S3,clusia,clusia nigrolineata,decaphalangium melch.,19,12,1988,354
LCP074T2E5P1S2,gaultheria,gaultheria reticulata,gaultheria reticulata kunth,,,,
LCP040T2E4P3S3,cavendishia,cavendishia bracteata,cavendishia bracteata (ruiz & pav. ex j.st.-hil.) hoerold,13,11,1986,317
LCP05T2E5P1S1,undesignated,,myrtaceae juss.,19,7,1984,201
LCP120T2E5P1S2,plutarchia,plutarchia,plutarchia,29,5,2010,149
LCP076T2E5P1S2,jamesonia,jamesonia aureonitens,jamesonia aureonitens (hook.) christenh.,29,5,2010,149
LCP026T2E5P1S1,aegiphila,aegiphila haughtii,aegiphila haughtii,14,10,1986,287
LCP019T2E4P3S2,solanum,solanum oppositifolium,solanum oppositifolium,16,8,1973,228
LCP062T2E5P1S2,erinacea,erinacea,ericaceae,29,5,2010,149
LCP079T2E5P1S2,jamesonia,jamesonia aureonitens,jamesonia aureonitens,29,5,2010,149
LCP08T2E4P3S1,jamesonia,,jamesonia sp.,29,5,2010,149
LCP092T2E5P1S2,fevillea,fevillea pedatifolia,fevillea pedatifolia (cogn.) c. jeffrey,5,10,1979,278
LCP113T2E5P1S2,polypodium,polypodium,polypodium sp.,29,5,2010,149
LCP023T2E4P3S2,psychotria,psychotria remota,psychotria remota,12,10,1986,285
LCP072T2E5P1S2,pouteria,pouteria reticulata,pouteria reticulata (engl.) eyma,3,5,1987,123
LCP070T2E5P1S2,mecardonia,mecardonia procumbens,mecardonia procumbens (mill.) small,5,8,1984,218
LCP066T2E4P3S5,casearia,,casearia fasciculata (ruiz & pav.) sleumer,22,10,1979,295
LCP025T2E5P1S1,liabum,liabum amplexicaule,liabum amplexicaule poepp.,6,8,1984,219
LCP098T2E5P1S2,endlicheria,endlicheria formosa,endlicheria formosa,2,10,1986,275
LCP031T2E5P1S1,odontocarya,odontocarya tripetala,odontocarya tripetala,3,11,1986,307
LCP162T2E5P1S2,guatteria,guatteria blepharophylla,guatteria blepharophylla,18,8,1973,230
LCP029T2E5P1S1,protium,protium tenuifolium tenuifolium,protium neglectum swart,17,8,1973,229
LCP131T2E5P1S2,jamesonia,,jamesonia hook. & grev.,29,5,2010,149
LCP125T2E5P1S2,ruellia,ruellia tarapotana,ruellia tarapotana,24,8,1976,237
LCP117T2E5P1S2,cayaponia,cayaponia glandulosa,cayaponia glandulosa,31,10,1986,304
LCP038T2E4P3S3,cordia,,cordia nodosa lam.,13,8,1973,225
LCP068T2E5P1S2,ruizodendron,ruizodendron ovale,ruizodendron ovale (ruiz & pav.) r.e. fr.,17,10,1979,290
LCP185T2E5P1S3,mosannona,mosannona parva,mosannona parva chatrou,26,8,1984,239
LCP03T2E5P1S1,aristolochia,aristolochia odoratissima,aristolochia odoratissima l.,30,6,1984,182
LCP078T2E5P1S2,cissampelos,cissampelos andromorpha,cissampelos andromorpha dc.,10,7,1984,192
LCP018T2E4P3S1,ceiba,ceiba samauma,ceiba samauma (mart.) k. schum.,31,8,1984,244
LCP07T2E4P3S1,chamissoa,chamissoa altissima,chamissoa altissima (jacq.) kunth,6,7,1988,188
LCP066T2E5P1S2,cavanillesia,cavanillesia hylogeton,cavanillesia hylogeiton ulbr.,29,7,1984,211
LCP024T2E4P3S2,tachigali,tachigali paniculata,tachigali aubl.,28,8,1984,241
LCP024T2E4P2S3,monotagma,monotagma plurispicatum,monotagma plurispicatum,7,11,1986,311
LCP06T2E4P3S1,terminalia,terminalia amazonica,terminalia amazonia (j.f. gmel.) exell,18,7,1984,200
LCP035T2E5P1S1,paullinia,paullinia obovata,paullinia obovata var. obovata,3,5,1987,123
LCP046T2E4P3S4,justicia,justicia yurimaguensis,justicia yurimaguensis lindau,29,7,1984,211
LCP047T2E4P3S4,martinella,martinella iquitoensis,martinella iquitoensis a. samp.,6,6,2001,157
LCP053T2E4P3S5,amphilophium,amphilophium paniculatum,amphilophium paniculatum (l.) kunth,5,6,2001,156
LCP161T2E5P1S2,callichlamys,callichlamys latifolia,callichlamys latifolia (rich.) k. schum.,9,6,2001,160
LCP024T2E5P1S1,amphilophium,amphilophium nunezii,haplolophium nunezii a.h. gentry,17,10,1979,290
LCP044T2E4P3S4,tynanthus,tynanthus schumannianus,tynanthus schumannianus (kuntze) a.h. gentry,16,10,1979,289
LCP059T2E5P1S1,tanaecium,tanaecium jaroba,tanaecium jaroba sw.,22,10,1979,295
LCP030T2E5P1S1,asplenium,asplenium harpeodes,asplenium harpeodes kunze,30,10,1987,303
LCP04T2E4P3S1,siphonandra,siphonandra elliptica,siphonandra elliptica klotzsch,30,10,1987,303
LCP039T2E4P3S3,pouteria,pouteria fossicola,pouteria fossicola cronquist,31,8,1984,244
LCP038T2E5P1S1,elytrostachys,,elytrostachys sp.,3,5,1991,123
LCP101T2E5P1S2,zygia,,zygia coccinea var. macrophylla,19,8,1973,231
LCP037T2E4P3S3,calatola,calatola microcarpa,calatola microcarpa a.h. gentry ex r. duno & janovec,17,5,1977,137
LCP043T2E4P1S3,eucharis,eucharis ulei,eucharis ulei kraenzl.,14,8,1982,226
LCP097T2E5P1S2,vriesea,vriesea,vriesea lindl.,11,8,1973,223
LCP06T2E5P1S1,,,bromeliaceae,10,7,1991,191
LCP05T2E4P3S1,cordiera,cordiera steinbachii,cordiera steinbachii,13,8,1973,225
LCP043T2E4P3S3,rudgea,rudgea verticillata,rudgea verticellata,7,11,1976,312
LCP09T2E4P3S1,alibertia,alibertia manuana,alibertia manuana,11,8,1973,223
LCP060T2E4P3S5,lycopodium,lycopodium jussiaei,lycopodium jussiaei desv. ex poir.,29,5,2010,149
LCP04T2E5P1S1,miconia,,miconia acreana  ule,16,10,1986,289
LCP027T2E4P2S4,cheiloclinium,cheiloclinium cognatum,cheiloclinium cognatum,11,8,1973,223
LCP012T2E4P3S1,jamesonia,,jamesonia hook. & grev.,29,5,2010,149
LCP045T2E4P3S4,protium,protium rhynchophyllum,protium rhynchophyllum,2,10,1989,275
LCP052T2E4P3S5,trichilia,trichilia pleeana,trichilia pleeana,19,9,1986,262
LCP064T2E4P3S5,sloanea,sloanea,sloanea guianensis,17,8,1973,229
LCP040T2E4P1S3,astrocaryum,astrocaryum,astrocaryum,27,11,1980,332
LCP048T2E4P2S5,paullinia,paullinia hystrix,paullinia hystrix,17,8,1974,229
LCP041T2E4P2S5,senna,senna ruiziana,senna ruiziana (g.don) h.s.irwin & barneby,16,2,1977,47
LCP017T2E4P3S1,besleria,,besleria,29,5,2010,149
LCP021T2E4P3S2,rosenbergiodendron,rosenbergiodendron longiflorum,rosenbergiodendron longiflorum,15,11,1976,320
LCP03T2E4P3S1,jamesonia,,jamesonia hook. & grev.,29,5,2010,149
LCP036T2E4P3S3,miconia,,miconia ruiz & pav.,29,5,2010,149
LCP094T2E5P1S2,besleria,,besleria,29,5,2010,149
LCP100T2E5P1S2,sloanea,sloanea,sloanea guianensis subsp. stipitata,21,9,1976,265
LCP01T2E4P2S1,erythroxylum,erythroxylum gracilipes,erythroxylum gracilipes,27,9,1986,270
LCP08T2E4P2S1,caryodaphnopsis,caryodaphnopsis fosteri,caryodaphnopsis fosteri van der werff,6,7,1984,188
LCP01T2E5P1S1,reitzia,,reitzia macrophylla ined. 2019,30,4,1991,120
LCP062T2E4P3S5,passiflora,passiflora riparia,passiflora riparia,3,9,1989,246
LCP032T2E4P3S3,undesignated,,lauraceae juss.,24,7,1984,206
LCP041T2E4P1S3,rhipsalis,rhipsalis baccifera,rhipsalis baccifera (sol.) stearn,26,8,1984,239
LCP032T2E4P2S5,oxandra,,oxandra espinosa (spruce) baill.,8,8,1986,220
LCP022T2E4P3S2,sloanea,sloanea fendleriana,sloanea fendleriana benth.,22,10,1979,295
LCP034T2E4P1S2,fimbristylis,fimbristylis dichotoma dichotoma,fimbristylis annua (all.) roem. & schult.,5,8,1984,218
LCP018T2E4P2S2,quararibea,quararibea wittii,quararibea wittii k.schum. & ulbr.,5,11,1986,309
LCP042T2E4P3S3,celtis,celtis iguanaea,celtis iguanaea (jacq.) sarg.,14,5,2017,134
LCP026T2E4P2S3,gaultheria,gaultheria vaccinioides,gaultheria vaccinioides wedd.,30,10,1987,303
LCP035T2E4P1S2,celtis,celtis iguanaea,celtis iguanaea (jacq.) sarg.,5,5,2017,125
LCP099T2E5P1S2,ludwigia,ludwigia affinis,ludwigia affinis (dc.) h. hara,16,8,1984,229
LCP038T2E4P2S5,undesignated,,undesignated,30,10,1987,303
LCP033T2E4P2S5,centropogon,centropogon cornutus,centropogon cornutus,17,8,1974,229
LCP047T2E4P2S5,coussarea,coussarea rudgeoides,coussarea rudgeoides,17,8,1974,229
LCP013T2E4P2S1,saracha,saracha punctata,saracha punctata subsp. punctata,8,9,1990,251
LCP063T2E4P3S5,fevillea,fevillea pedatifolia,fevillea pedatifolia,18,11,1976,323
LCP058T2E4P3S5,dioscorea,dioscorea bulbifera,dioscorea l.,3,6,1988,155
LCP088T2E5P1S2,dioscorea,dioscorea bulbifera,dioscorea l.,27,2,1997,58
LCP273T2E5P1S5,prunus,,prunus debilis koehne,,0199-08-31,,243
LCP061T2E4P1S4,sphyrospermum,sphyrospermum buxifolium,sphyrospermum buxifolium poepp. & endl.,4,9,1992,248
LCP08T2E5P1S1,piptocarpha,piptocarpha poeppigiana,piptocarpha poeppigiana,11,10,1986,284
LCP056T2E4P3S5,lasiacis,lasiacis maculata,lasiacis sorghoidea,23,4,1991,113
LCP022T2E3P3S5,zanthoxylum,zanthoxylum,zanthoxylum fagara,21,10,1986,294
LCP017T2E5P1S1,olyra,olyra latifolia,olyra latifolia,21,4,1991,111
LCP051T2E4P3S5,inga,inga,inga nobilis subsp. quaternata (poepp.) t.d. penn.,17,10,1979,290
LCP034T2E4P3S3,fridericia,fridericia dichotoma,fridericia dichotoma (jacq.) l.g. lohmann,17,10,1979,290
LCP054T2E5P1S1,desfontainia,desfontainia spinosa,desfontainia spinosa ruiz & pav.,29,6,1978,180
LCP106T2E5P1S2,bocoa,bocoa alterna,bocoa alterna,5,10,1989,278
LCP050T2E5P1S1,sloanea,sloanea picapica,sloanea picapica,30,8,1976,243
LCP042T2E5P1S1,trichilia,trichilia poeppigii,trichilia poeppigii,26,10,1986,299
LCP031T2E4P3S2,crepidospermum,crepidospermum goudotianum,crepidospermum goudotianum,11,9,1989,254
LCP055T2E4P3S5,bunchosia,bunchosia glandulifera,bunchosia glandulifera,29,9,1986,272
LCP054T2E4P3S5,sloanea,sloanea picapica,sloanea picapica,10,9,1976,254
LCP037T2E4P1S2,pariana,,pariana bicolor,6,5,1991,126
LCP039T2E5P1S1,ouratea,ouratea iquitosensis,ouratea iquitosensis,22,8,1976,235
LCP036T2E4P2S5,saranthe,saranthe leptostachya,saranthe leptostachya,19,10,1986,292
LCP065T2E5P1S2,aphelandra,aphelandra pepe-parodii,aphelandra pepe-parodii,11,8,1973,223
LCP063T2E5P1S2,faramea,faramea anisocalyx,faramea anisocalyx poepp. & endl.,10,8,1984,223
LCP050T2E4P3S4,omphalea,omphalea diandra,omphalea diandra l.,26,8,1984,239
LCP028T2E4P1S2,fevillea,fevillea pedatifolia,fevillea pedatifolia,17,8,1974,229
LCP010T2E3P1S2,tabernaemontana,tabernaemontana grandiflora,tabernaemontana l.,17,10,1979,290
LCP042T2E2P3S5,mucuna,,mucuna elliptica (ruiz & pav.) dc.,11,8,1984,224
LCP015T2E4P2S2,mandevilla,mandevilla hirsuta,mandevilla hirsuta,27,9,1986,270
LCP063T2E4P1S4,faramea,,faramea multiflora var. amazonica,24,2,1977,55
LCP087T2E5P1S2,annona,annona hypoglauca,annona hypoglauca,17,8,1974,229
LCP014T2E4P3S1,senna,senna ruiziana,senna ruiziana (g. don) h.s. irwin & barneby,16,2,1977,47
LCP049T2E5P1S1,schoenobiblus,schoenobiblus daphnoides,schoenobiblus daphnoides,27,9,1986,270
LCP06T2E4P2S1,undesignated,,undesignated,4,8,1984,217
