dwc:catalogNumber,Family,dwc:genus,species,Day,Month,Year,Day of the year
101287425,Malvaceae,ceiba,ceiba samauma,17,12,2020,352
123723,Malvaceae,ceiba,ceiba samauma,29,11,1993,333
42680,Malvaceae,ceiba,ceiba samauma,16,12,2013,350
27708,Malvaceae,ceiba,ceiba samauma,16,12,2008,351
12027,Malvaceae,ceiba,ceiba samauma,14,6,2016,166
3795,Malvaceae,ceiba,ceiba samauma,18,5,1968,139
413548,Malvaceae,ceiba,ceiba samauma,15,2,2016,46
199629,Malvaceae,ceiba,ceiba samauma,28,6,2012,180
31566,Malvaceae,ceiba,ceiba samauma,16,12,2009,350
12315,Malvaceae,ceiba,ceiba samauma,27,8,2016,240
72617,Malvaceae,ceiba,ceiba samauma,26,11,1993,330
2499439,Malvaceae,ceiba,ceiba samauma,24,4,1962,114
3104029,Malvaceae,ceiba,ceiba samauma,16,2,1986,47
82094,Malvaceae,ceiba,ceiba samauma,28,6,2012,180
101197429,Malvaceae,ceiba,ceiba samauma,2,8,2010,214
82980,Malvaceae,ceiba,ceiba samauma,6,5,1975,126
1440317,Malvaceae,ceiba,ceiba samauma,3,10,1979,276
3055601,Malvaceae,ceiba,ceiba samauma,2,8,1936,215
996671,Malvaceae,ceiba,ceiba samauma,9,10,1964,283
1900582,Malvaceae,ceiba,ceiba samauma,2,3,2003,61
,Malvaceae,ceiba,ceiba samauma,1,6,2007,152
,Malvaceae,ceiba,ceiba samauma,5,2,2001,36
,Malvaceae,ceiba,ceiba samauma,6,5,1975,126
189809,Malvaceae,ceiba,ceiba samauma,11,6,1991,162
rb00059072,Malvaceae,ceiba,ceiba samauma,2,4,1937,92
3701,Malvaceae,ceiba,ceiba samauma,11,7,2007,192
s/ple/e4310,Malvaceae,ceiba,ceiba samauma,1,1,1900,1
3485489,Malvaceae,ceiba,ceiba samauma,9,7,1962,190
v0410139f,Malvaceae,ceiba,ceiba samauma,10,6,1988,162
,Malvaceae,ceiba,ceiba samauma,8,8,1830,220
1694249,Malvaceae,ceiba,ceiba samauma,2,4,1937,92
189863,Malvaceae,ceiba,ceiba samauma,8,8,1986,220
s/ple/e4284,Malvaceae,ceiba,ceiba samauma,1,1,1900,1
1518243,Malvaceae,ceiba,ceiba samauma,5,11,1926,309
3055521,Malvaceae,ceiba,ceiba samauma,5,6,1975,156
,Malvaceae,ceiba,ceiba samauma,7,9,1962,250
s/ple/e4286,Malvaceae,ceiba,ceiba samauma,1,1,1900,1
s/ple/e4285,Malvaceae,ceiba,ceiba samauma,1,1,1900,1
2866841,Malvaceae,ceiba,ceiba samauma,12,3,2005,71
,Malvaceae,ceiba,ceiba samauma,4,6,1988,156
996669,Malvaceae,ceiba,ceiba samauma,12,6,1979,163
996670,Malvaceae,ceiba,ceiba samauma,9,10,1964,283
188662,Malvaceae,ceiba,ceiba samauma,7,6,1991,158
3055850,Malvaceae,ceiba,ceiba samauma,8,8,1969,220
100707994,Malvaceae,ceiba,ceiba samauma,4,1,2014,4
s09/1857,Malvaceae,ceiba,ceiba samauma,1,1,1900,1
100138795,Malvaceae,ceiba,ceiba samauma,3,7,1983,184
1716069,Malvaceae,ceiba,ceiba samauma,6,5,1992,127
1458892,Malvaceae,ceiba,ceiba samauma,11,9,1979,254
100509170,Malvaceae,ceiba,ceiba samauma,1,9,2008,245
3054716,Malvaceae,ceiba,ceiba samauma,8,8,1982,220
188677,Malvaceae,ceiba,ceiba samauma,8,3,1985,67
1440316,Malvaceae,ceiba,ceiba samauma,3,10,1979,276
940188,Malvaceae,ceiba,ceiba samauma,5,4,1994,95
3055074,Malvaceae,ceiba,ceiba samauma,8,8,1986,220
124279,Malvaceae,ceiba,ceiba samauma,2,3,1989,61
996422,Malvaceae,ceiba,ceiba samauma,12,2,1977,43
190836,Malvaceae,ceiba,ceiba samauma,2,5,1984,123
100708404,Malvaceae,ceiba,ceiba samauma,4,1,2014,4
2384493,Malvaceae,ceiba,ceiba samauma,2,4,2004,93
1543402,Malvaceae,ceiba,ceiba samauma,8,5,1982,128
2871245,Malvaceae,ceiba,ceiba samauma,12,10,2005,285
189898,Malvaceae,ceiba,ceiba samauma,1,9,1988,245
1716061,Malvaceae,ceiba,ceiba samauma,6,5,1992,127
3026185,Malvaceae,ceiba,ceiba samauma,3,7,1983,184
u.1380821,Malvaceae,ceiba,ceiba samauma,1,2,1936,32
16013,Malvaceae,ceiba,ceiba samauma,4,2,1937,35
2290,Malvaceae,ceiba,ceiba samauma,7,4,1952,98
158426,Malvaceae,ceiba,ceiba samauma,12,5,2002,132
3348470,Malvaceae,ceiba,ceiba samauma,12,8,1980,225
3279690,Malvaceae,ceiba,ceiba samauma,2,5,1984,123
12134,Malvaceae,ceiba,ceiba samauma,12,10,2008,286
3053425,Malvaceae,ceiba,ceiba samauma,10,9,1964,254
3056500,Malvaceae,ceiba,ceiba samauma,10,4,1979,100
7552,Malvaceae,ceiba,ceiba samauma,2,12,1990,336
996673,Malvaceae,ceiba,ceiba samauma,7,3,1983,66
3447306,Malvaceae,ceiba,ceiba samauma,3,6,1998,154
20431,Malvaceae,ceiba,ceiba samauma,1,10,1985,274
u.1380856,Malvaceae,ceiba,ceiba samauma,1,4,1952,92
2616708,Malvaceae,ceiba,ceiba samauma,7,1,1939,7
u.1380855,Malvaceae,ceiba,ceiba samauma,9,10,1964,283
u.1380817,Malvaceae,ceiba,ceiba samauma,2,12,1977,336
81,Malvaceae,ceiba,ceiba samauma,1,11,2006,305
38687,Malvaceae,ceiba,ceiba samauma,1,6,2008,153
234213,Malvaceae,ceiba,ceiba samauma,2,2,2010,33
v0410151f,Malvaceae,ceiba,ceiba samauma,4,6,1988,156
1521346,Malvaceae,ceiba,ceiba samauma,1,8,1990,213
s/pl/18875,Malvaceae,ceiba,ceiba samauma,1,1,1900,1
3054562,Malvaceae,ceiba,ceiba samauma,4,10,1988,278
l.3736602,Malvaceae,ceiba,ceiba samauma,1,1,1911,1
2881111,Malvaceae,ceiba,ceiba samauma,10,11,2005,314
2376989,Malvaceae,ceiba,ceiba samauma,8,1,1975,8
996668,Malvaceae,ceiba,ceiba samauma,12,6,1979,163
u.1380857,Malvaceae,ceiba,ceiba samauma,4,2,1937,35
u.1380820,Malvaceae,ceiba,ceiba samauma,1,7,1939,182
3054234,Malvaceae,ceiba,ceiba samauma,8,8,1982,220
71597,Malvaceae,ceiba,ceiba samauma,12,5,2002,132
3056007,Malvaceae,ceiba,ceiba samauma,1,6,1976,153
u.1380819,Malvaceae,ceiba,ceiba samauma,5,11,1926,309
